===START===
127.0.0.1
5 more seconds
5 more seconds
5 more seconds
5 more seconds
5 more seconds
5 more seconds
5 more seconds
===STOP===
===START=== 127.0.0.1: 30000
CPU: 15, Mem: 0.0, Load: 0.12 0.14 0.15
CPU: 14, Mem: 0.0, Load: 0.11 0.13 0.15
CPU: 18, Mem: 0.0, Load: 0.10 0.13 0.15
CPU: 15, Mem: 0.0, Load: 0.10 0.13 0.15
CPU: 12, Mem: 0.0, Load: 0.09 0.13 0.14
CPU: 12, Mem: 0.0, Load: 0.08 0.12 0.14
CPU: 111, Mem: 0.0, Load: 0.07 0.12 0.14
CPU: 17, Mem: 0.0, Load: 0.07 0.12 0.14
CPU: 13, Mem: 0.0, Load: 0.06 0.12 0.14
CPU: 14, Mem: 0.0, Load: 0.06 0.11 0.14
CPU: 14, Mem: 0.0, Load: 0.05 0.11 0.14
CPU: 14, Mem: 0.0, Load: 0.05 0.11 0.14
CPU: 16, Mem: 0.0, Load: 0.12 0.12 0.14
CPU: 13, Mem: 0.0, Load: 0.11 0.12 0.14
CPU: 13, Mem: 0.0, Load: 0.18 0.13 0.15
CPU: 15, Mem: 0.0, Load: 0.16 0.13 0.14
CPU: 16, Mem: 0.0, Load: 0.15 0.13 0.14
CPU: 15, Mem: 0.0, Load: 0.14 0.13 0.14
CPU: 14, Mem: 0.0, Load: 0.12 0.12 0.14
CPU: 14, Mem: 0.0, Load: 0.11 0.12 0.14
CPU: 17, Mem: 0.0, Load: 0.19 0.14 0.15
CPU: 14, Mem: 0.0, Load: 0.17 0.13 0.14
CPU: 14, Mem: 0.0, Load: 0.24 0.15 0.15
CPU: 17, Mem: 0.0, Load: 0.22 0.15 0.15
CPU: 14, Mem: 0.0, Load: 0.20 0.14 0.15
CPU: 14, Mem: 0.0, Load: 0.18 0.14 0.15
CPU: 13, Mem: 0.0, Load: 0.17 0.14 0.15
CPU: 14, Mem: 0.0, Load: 0.15 0.14 0.14
CPU: 13, Mem: 0.0, Load: 0.14 0.13 0.14
CPU: 13, Mem: 0.0, Load: 0.13 0.13 0.14
CPU: 13, Mem: 0.0, Load: 0.12 0.13 0.14
CPU: 13, Mem: 0.0, Load: 0.11 0.13 0.14
CPU: 29, Mem: 0.0, Load: 0.10 0.12 0.14
CPU: 111, Mem: 0.0, Load: 0.17 0.14 0.14
CPU: 15, Mem: 0.0, Load: 0.16 0.13 0.14
CPU: 14, Mem: 0.0, Load: 0.23 0.15 0.15
CPU: 13, Mem: 0.0, Load: 0.21 0.15 0.15
CPU: 14, Mem: 0.0, Load: 0.19 0.14 0.15
CPU: 13, Mem: 0.0, Load: 0.17 0.14 0.15
CPU: 13, Mem: 0.0, Load: 0.16 0.14 0.14
CPU: 13, Mem: 0.0, Load: 0.15 0.14 0.14
CPU: 12, Mem: 0.0, Load: 0.22 0.15 0.15
CPU: 14, Mem: 0.0, Load: 0.20 0.15 0.15
CPU: 14, Mem: 0.0, Load: 0.18 0.14 0.15
CPU: 15, Mem: 0.0, Load: 0.25 0.16 0.15
CPU: 17, Mem: 0.0, Load: 0.31 0.17 0.16
CPU: 16, Mem: 0.0, Load: 0.28 0.17 0.16
CPU: 15, Mem: 0.0, Load: 0.26 0.17 0.15
CPU: 14, Mem: 0.0, Load: 0.24 0.16 0.15
CPU: 14, Mem: 0.0, Load: 0.22 0.16 0.15
CPU: 15, Mem: 0.0, Load: 0.20 0.16 0.15
CPU: 13, Mem: 0.0, Load: 0.19 0.15 0.15
CPU: 14, Mem: 0.0, Load: 0.17 0.15 0.15
CPU: 13, Mem: 0.0, Load: 0.16 0.15 0.15
CPU: 15, Mem: 0.0, Load: 0.14 0.15 0.15
CPU: 14, Mem: 0.0, Load: 0.13 0.14 0.15
CPU: 24, Mem: 0.0, Load: 0.12 0.14 0.15
CPU: 19, Mem: 0.0, Load: 0.11 0.14 0.14
CPU: 27, Mem: 0.0, Load: 0.10 0.14 0.14
CPU: 19, Mem: 0.0, Load: 0.09 0.13 0.14
CPU: 107, Mem: 0.0, Load: 0.09 0.13 0.14
CPU: 17, Mem: 0.0, Load: 0.08 0.13 0.14
CPU: 17, Mem: 0.0, Load: 0.07 0.13 0.14
CPU: 16, Mem: 0.0, Load: 0.07 0.12 0.14
CPU: 15, Mem: 0.0, Load: 0.06 0.12 0.14
CPU: 18, Mem: 0.0, Load: 0.06 0.12 0.14
CPU: 18, Mem: 0.0, Load: 0.05 0.12 0.14
CPU: 26, Mem: 0.0, Load: 0.05 0.11 0.13
CPU: 16, Mem: 0.0, Load: 0.04 0.11 0.13
CPU: 26, Mem: 0.0, Load: 0.04 0.11 0.13
CPU: 42, Mem: 0.0, Load: 0.12 0.13 0.14
CPU: 15, Mem: 0.0, Load: 0.11 0.12 0.14
CPU: 16, Mem: 0.0, Load: 0.10 0.12 0.14
CPU: 16, Mem: 0.0, Load: 0.09 0.12 0.13
CPU: 16, Mem: 0.0, Load: 0.08 0.12 0.13
CPU: 18, Mem: 0.0, Load: 0.08 0.11 0.13
CPU: 19, Mem: 0.0, Load: 0.07 0.11 0.13
CPU: 21, Mem: 0.0, Load: 0.22 0.14 0.14
CPU: 26, Mem: 0.0, Load: 0.21 0.14 0.14
CPU: 29, Mem: 0.0, Load: 0.19 0.14 0.14
CPU: 32, Mem: 0.0, Load: 0.33 0.17 0.15
CPU: 31, Mem: 0.0, Load: 0.39 0.18 0.16
CPU: 23, Mem: 0.0, Load: 0.36 0.18 0.16
CPU: 16, Mem: 0.0, Load: 0.33 0.18 0.15
CPU: 21, Mem: 0.0, Load: 0.30 0.17 0.15
CPU: 36, Mem: 0.0, Load: 0.28 0.17 0.15
CPU: 16, Mem: 0.0, Load: 0.25 0.17 0.15
CPU: 24, Mem: 0.0, Load: 0.23 0.16 0.15
CPU: 31, Mem: 0.0, Load: 0.21 0.16 0.15
CPU: 14, Mem: 0.0, Load: 0.36 0.19 0.16
CPU: 14, Mem: 0.0, Load: 0.33 0.19 0.16
CPU: 16, Mem: 0.0, Load: 0.38 0.20 0.16
CPU: 16, Mem: 0.0, Load: 0.35 0.20 0.16
CPU: 15, Mem: 0.0, Load: 0.32 0.19 0.16
